	ID	affect_dimension	intensity_scores	intensity_descriptions	tweets
637	2017-En-10422	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Drop xxupp_str Snapchat names  hashtag  bored  hashtag  snap  hashtag  swap  hashtag  pics
638	2017-En-31062	valence	2	 moderately positive emotional state can be inferred	user_mention xxupp_str That's awesome! p.s. ok, what are the odds of that, swapping neighborhoods?  hashtag  hilarious
639	2017-En-30569	valence	3	 very positive emotional state can be inferred	xxupp_str Blake lively is flawless
640	2017-En-30664	valence	0	 neutral or mixed emotional state can be inferred	user_mention plan a date... like a date u find pleasing or smth. fuckign\n\n10/ number . because the child will grow to be a ten out of ten
641	2017-En-30011	valence	3	 very positive emotional state can be inferred	xxupp_str It's meant to be!!  hashtag  happy  hashtag  happy
642	2017-En-30540	valence	0	 neutral or mixed emotional state can be inferred	 hashtag  this is us has messed with my mind &amp; now xxupp_str I'm anticipating the next episode with  hashtag  apprehension &amp; !  hashtag  is there a helpline for this
643	2017-En-20548	valence	-3	 very negative emotional state can be inferred	user_mention more like quickie divorce  hashtag  awful
644	2017-En-31554	valence	-1	 slightly negative emotional state can be inferred	user_mention _yip --an uncertainty. [Halsey teases, her lips curving into a jovial smirk.]
645	2017-En-31383	valence	1	 slightly positive emotional state can be inferred	user_mention xxupp_all I send ya a few  hashtag  playful nibbles 😉
646	2017-En-30230	valence	1	 slightly positive emotional state can be inferred	user_mention xxupp_all I like your optimism!
647	2017-En-21289	valence	-2	 moderately negative emotional state can be inferred	user_mention xxupp_str Really sad &amp; surprising.  number  side  hashtag  russia fighting against xxupp_all  hashtag  is &amp; on the other supporting  hashtag  pak which is epic centre  number 
648	2017-En-22157	valence	0	 neutral or mixed emotional state can be inferred	user_mention check out the article on user_mention on user_mention  hashtag  shocking
649	2017-En-31230	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str When ya'll talkin about you know who xxupp_all I don't know who ya'll talkin bout, xxupp_str I'm on the new shit....chuckin up ma deuces......🔥🔥  hashtag  kanye
650	2017-En-40294	valence	-2	 moderately negative emotional state can be inferred	xxupp_str The new lock sound is grim
651	2017-En-10490	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Take public opinion on revenge with xxupp_str Pakistan if govt is unable to decide. user_mention user_mention user_mention
652	2017-En-30483	valence	1	 slightly positive emotional state can be inferred	user_mention yup xxupp_all I feel dirty cheering
653	2017-En-40121	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Another grim &amp; compelling news report by user_mention on the blockade of aid to the starving in  hashtag  yemen xxupp_all  hashtag  bbc  hashtag  do something politicans
654	2017-En-11413	valence	-2	 moderately negative emotional state can be inferred	 hashtag  violence doesn't fix violence.  hashtag  pain and  hashtag  anger are the same reaction in the brain. xxupp_str Cure the pain and the anger will go away.
655	2017-En-21925	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention xxupp_str As a historic evangelical, xxupp_all I wonder if the xxupp_str Donatists had a point? xxupp_str What dreadful clergy in my fmr. circles.
656	2017-En-30989	valence	0	 neutral or mixed emotional state can be inferred	user_mention you may be right, but since year the bad events begin with xxupp_all B, xxupp_str I'm privately hoping we've got at least xxupp_all C-Z to go 1st  hashtag  optimism
657	2017-En-11550	valence	-3	 very negative emotional state can be inferred	user_mention how on earth can xxupp_all I send an email to you? xxupp_str Very annoyed customer!!!
658	2017-En-40680	valence	0	 neutral or mixed emotional state can be inferred	user_mention it's got her little pout
659	2017-En-30135	valence	2	 moderately positive emotional state can be inferred	user_mention user_mention this makes me giggle with glee!
660	2017-En-21814	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Marcus xxupp_str Roho is dreadful
661	2017-En-30973	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str All the bright places :(
662	2017-En-30381	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str The return of xxupp_str Matt xxupp_str Damon, and of director xxupp_str Paul xxupp_str Greengrass, brings back all the exhilarating if rather po-faced entertainment to a movie
663	2017-En-31335	valence	1	 slightly positive emotional state can be inferred	xxupp_all A hearty thank you to you all for joining in tonight. xxupp_str Some delicious xxupp_str British dishes on your menus.  hashtag  beer club
664	2017-En-40983	valence	-2	 moderately negative emotional state can be inferred	final vestiges of my  number 's childhood were just dashed on the shoals of hearing a house cover of xxupp_str Tracy xxupp_str Chapman's 'fast car' at the dayjob
665	2017-En-40190	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Liam is too distant makes me mourn 😪
666	2017-En-10082	valence	-3	 very negative emotional state can be inferred	xxupp_str The liberal outrage over don king saying the xxupp_str N-word really angers me. xxupp_str The white yuppie progressives can go fuck themselves, shame on blacks
667	2017-En-10153	valence	-2	 moderately negative emotional state can be inferred	xxupp_str When you break a record in  hashtag  madden xxupp_all I wish it didn't say the same shit after every rush like you just broke the record.  hashtag  shut up phil simms
668	2017-En-40740	valence	1	 slightly positive emotional state can be inferred	the rappers who stayed true to the game is rich.
669	2017-En-40859	valence	-3	 very negative emotional state can be inferred	user_mention depressing how despicable xxupp_str Trump, with no policies, campaigning on bigotry &amp; rancour can be so close, evil immoral disaster
670	2017-En-30254	valence	2	 moderately positive emotional state can be inferred	xxupp_str Rojo is hilarious
671	2017-En-31329	valence	3	 very positive emotional state can be inferred	its been ages since ive had shawarma my stomach is  hashtag  rejoicing
672	2017-En-31129	valence	3	 very positive emotional state can be inferred	i just spent $ number  on big little sis tomorrow and i am beyond happy about it xxupp_all  hashtag  saw  hashtag  mums
673	2017-En-31182	valence	0	 neutral or mixed emotional state can be inferred	user_mention took them an awfy long time to spot their goal was disallowed ☺️  hashtag  pleasing
674	2017-En-10823	valence	0	 neutral or mixed emotional state can be inferred	xxupp_all I need to stop second guess myself and just go with the first thought and go with it.
675	2017-En-20412	valence	-3	 very negative emotional state can be inferred	user_mention u shd b embrrssd. u jack up my bp meds twice and it will still take  number - number  days? xxupp_str Not express at all.  hashtag  express scripts  hashtag  horrible
676	2017-En-31140	valence	3	 very positive emotional state can be inferred	user_mention it's great to see xxupp_str Matilda so happy in her new chair it will provide her with access to lots of new experiences.
677	2017-En-30662	valence	-1	 slightly negative emotional state can be inferred	which always leads to the kind of hilarity average people will never experience - especially during breakups.
678	2017-En-40768	valence	3	 very positive emotional state can be inferred	xxupp_str Nice to see xxupp_str Balotelli back to his best, good player.. xxupp_str Just lost his way a bit!
679	2017-En-40184	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Hate being sober so xxupp_all I popped two
680	2017-En-20912	valence	0	 neutral or mixed emotional state can be inferred	xxupp_all ACT  number   hashtag  anxiety &amp;  hashtag  depression group. user_mention beginning xxupp_str Mon xxupp_str October  number  for  number  weeks. xxupp_str Contact me to register now!  hashtag  mindfulness  hashtag  halifax
681	2017-En-31243	valence	-2	 moderately negative emotional state can be inferred	xxupp_str The feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--
682	2017-En-11453	valence	-2	 moderately negative emotional state can be inferred	user_mention _Amari [Reyes snarled in frustrated anger, steel claws flexing dangerously. xxupp_str But she uttered those damning words, it seems to snap --
683	2017-En-21089	valence	1	 slightly positive emotional state can be inferred	user_mention xxupp_str You are all our angelic comrades!
684	2017-En-21112	valence	1	 slightly positive emotional state can be inferred	xxupp_str Study finds  hashtag  a we &amp;  hashtag  wonder of something greater than self, leads to  hashtag  creative boosts of expansive thinking. user_mention  hashtag  write  hashtag  thoreau
685	2017-En-10454	valence	-2	 moderately negative emotional state can be inferred	user_mention &lt; feel everything. xxupp_str She would remember everything. xxupp_str Evanora hoped this would serve to fuel the creatures anger and run rabid &gt;
686	2017-En-40954	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str I'm throwing myself straight into xxupp_str American xxupp_str Horror xxupp_str Story so xxupp_all I don't have time to grieve
687	2017-En-41270	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Way to get a hold of her 😊  hashtag  depressing
688	2017-En-10320	valence	-2	 moderately negative emotional state can be inferred	user_mention _NickNocturne xxupp_str Incentivise people to roam the xxupp_str Internet being morally offended, as if they didn't do it enough already.
689	2017-En-21593	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str It's daunting trying to follow xxupp_str Swift news/trends, and facing mind-shattering patterns/terms left and right. xxupp_str I'm trying to adopt gently.
690	2017-En-30231	valence	1	 slightly positive emotional state can be inferred	xxupp_str Ryan xxupp_str Gosling and xxupp_str Eva xxupp_str Mendes finally ; xxupp_all B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love
691	2017-En-20711	valence	-2	 moderately negative emotional state can be inferred	user_mention xxupp_str Sadly, not enough names. xxupp_str The whole farewell tour situation would make me shy away from good value b et.
692	2017-En-20456	valence	-2	 moderately negative emotional state can be inferred	xxupp_str If xxupp_all I was friends with me xxupp_str I'd hate me xxupp_all SO xxupp_all MUCH with the amount xxupp_all I bully them
693	2017-En-30714	valence	-2	 moderately negative emotional state can be inferred	user_mention then rejoicing now is a lil' bit prematured dont you think🤔🤔🤔
694	2017-En-30339	valence	2	 moderately positive emotional state can be inferred	user_mention xxupp_str Her cheerful voice echoed through the grand, familiar home, a smile blossoming on my rosy brims, 'Mom.' xxupp_all I reciprocated the --
695	2017-En-10325	valence	-2	 moderately negative emotional state can be inferred	xxupp_all A little nose irritation and a little more chills on my body. xxupp_str I'm so not into flu, into flu, into flu  hashtag  fall songs
696	2017-En-30843	valence	-2	 moderately negative emotional state can be inferred	xxupp_str The smell of freshly cut grass didn't even cheer me up...boy oh boy
697	2017-En-10631	valence	3	 very positive emotional state can be inferred	xxupp_str Grateful for all the hungry people in my life! xxupp_str Hungry to learn, change, grow, help, etc - not sure anybody has it better!
698	2017-En-41341	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Haven't been here a while, been watching lots of xxupp_all TV. xxupp_str Conclusion  hashtag  what a load of tat if xxupp_all I wasn't depressed before afternoon xxupp_all TV is
699	2017-En-30697	valence	0	 neutral or mixed emotional state can be inferred	user_mention user_mention user_mention xxupp_all U blocking doesnt diminish the hilarity of his observation.Or your child-like response to it
700	2017-En-31566	valence	0	 neutral or mixed emotional state can be inferred	user_mention --while being animated much more recently technology-wise which makes for a very nice combination/look)
701	2017-En-30780	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str People always tell me that they don't expect me to have anxiety because xxupp_str I'm generally cheerful and don't act the way they expect me to.
702	2017-En-30139	valence	1	 slightly positive emotional state can be inferred	user_mention xxupp_all I love parody accounts! xxupp_str Well done. xxupp_str Vote for  hashtag  trump  hashtag  lol
703	2017-En-31020	valence	3	 very positive emotional state can be inferred	xxupp_str It's an exhilarating feeling. xxupp_str Working hard and feeling accomplished whether they notice or not--- you feel fu*king good 🤑
704	2017-En-31421	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str Same with gaming. xxupp_str Sites leaned xxupp_all PS2 during its heyday, leaned  number  most of last gen. xxupp_str This gen started vitriolic mostly by...
705	2017-En-30676	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str This is why xxupp_all I drink and watch xxupp_str You're the xxupp_str Worst as a way to cheer myself up.
706	2017-En-41401	valence	-3	 very negative emotional state can be inferred	xxupp_str If xxupp_str Troyler will die, xxupp_str I'm gonna die with them\n hashtag troyler  hashtag  sadness  hashtag  fuckin life is not a fairy tale
707	2017-En-31270	valence	2	 moderately positive emotional state can be inferred	user_mention something about xxupp_str English sparkling wine would be good. xxupp_str Or farmhouse cider. xxupp_str Or xxupp_str Italian cocktails. xxupp_str Thanks.
708	2017-En-31183	valence	-2	 moderately negative emotional state can be inferred	user_mention took them an awfy long time to spot their goal was disallowed ☺️
709	2017-En-30061	valence	3	 very positive emotional state can be inferred	xxupp_str By the way, xxupp_str I'm wearing the smile you gave me today. \n  hashtag  you  hashtag  me
710	2017-En-31224	valence	3	 very positive emotional state can be inferred	xxupp_str Luke  number : number \nHe will be a joy and delight to you, and many will rejoice because of his birth
711	2017-En-31351	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Solange is more aesthetically pleasing than your fave.
712	2017-En-30628	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Being playful as shit😤
713	2017-En-31026	valence	0	 neutral or mixed emotional state can be inferred	user_mention no okay you don't not need to be going out of your way to make sure you are pleasing everyone do what makes you happy
714	2017-En-11152	valence	-2	 moderately negative emotional state can be inferred	user_mention  number . the xxupp_str N-word. xxupp_str But xxupp_all I think all xxupp_str Afr-Am are entitled to it: we shouldn't take away from them the insult they have claimed back.
715	2017-En-31304	valence	0	 neutral or mixed emotional state can be inferred	user_mention _PowWow user_mention xxupp_str More fat = more buoyant. xxupp_str Day  number  water stuff
716	2017-En-20168	valence	-1	 slightly negative emotional state can be inferred	user_mention xxupp_str We should be ignoring these rioters like the current administration ignores  hashtag  terrorism xxupp_str This will obviously make it stop.
717	2017-En-30914	valence	3	 very positive emotional state can be inferred	 hashtag  twd comes on soon  hashtag  happy
718	2017-En-40531	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Seeing something that hurt so much in the past in front of me now and not a single sign of grieve. xxupp_str Magicalllll. ✨
719	2017-En-30550	valence	0	 neutral or mixed emotional state can be inferred	will i ever get the nerve to quit the restaurant ??? find out tonite on glee!
720	2017-En-21500	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Will do fine on the mat tonight with or without sleep. theres no worry for that on this side of the water
721	2017-En-31559	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str Haha xxupp_all I like the optimism cause xxupp_str I'm the same, but it doesn't make this situation any less mind boggling.
722	2017-En-31118	valence	0	 neutral or mixed emotional state can be inferred	user_mention _faver its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!
723	2017-En-31163	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Class is canceled due to a funeral. xxupp_str Not sure if it's appropriate to be happy or sad..  hashtag  happy
724	2017-En-40303	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Add xxupp_str Donte xxupp_str Moncrief to my dismal situation  hashtag  blessed
725	2017-En-31313	valence	2	 moderately positive emotional state can be inferred	xxupp_str Our branch will be closed this xxupp_str Sunday,  number / number , in honor of the xxupp_all IRONMAN  number . number  happening in xxupp_str Downtown! xxupp_str Come cheer on race participants!
726	2017-En-31309	valence	3	 very positive emotional state can be inferred	xxupp_str Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws.  hashtag  productivity at its finest  hashtag  happy
727	2017-En-30735	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Does anyone remember a movie that is animated in the late  number 's called xxupp_str Shame of the xxupp_str Jungle xxupp_str John xxupp_str Bulushi was in it wild if that's your taste
728	2017-En-10308	valence	-1	 slightly negative emotional state can be inferred	user_mention more like every color looks the same  hashtag  triggered  hashtag  colorblind  hashtag  offended
729	2017-En-30786	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Life izn't about pleasing each others...😕\n\n hashtag hell  hashtag  with  hashtag  pleasing
730	2017-En-30303	valence	2	 moderately positive emotional state can be inferred	xxupp_str Rec'd call 2day from xxupp_str Haitian church we started in xxupp_str Florida some 15yrs ago. xxupp_str Preparing to acquire their own bldg. xxupp_str Wanted me to know.  hashtag  rejoicing
731	2017-En-30271	valence	2	 moderately positive emotional state can be inferred	xxupp_str Not untill today has anyone ever said to me they remember what xxupp_all I had on over  number  years ago when they met me n liked me since  hashtag  cute alert  hashtag  happy
732	2017-En-31002	valence	0	 neutral or mixed emotional state can be inferred	imagine if teppu got animated by madhouse tho &gt;_&lt;
733	2017-En-31240	valence	2	 moderately positive emotional state can be inferred	@1barkcom xxupp_str Thank you for the  hashtag  follow xxupp_str Looking forward to your tweets as they look entertaining!  hashtag  smile  hashtag  social media
734	2017-En-30488	valence	0	 neutral or mixed emotional state can be inferred	xxupp_all A good thing about being sick is that coughing is like an ab workout. xxupp_str Maybe my abs will be more defined by the time xxupp_str I'm better 😂😅  hashtag  optimism
735	2017-En-11542	valence	-3	 very negative emotional state can be inferred	xxupp_str I'm not use to getting up early asf this shit goin irritate me.
736	2017-En-31515	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Her charm is liveliness but this is also her weakness.
737	2017-En-30745	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Early morning cheerfulness can be extremely obnoxious  hashtag  aldub62ndweeksary
738	2017-En-10498	valence	-3	 very negative emotional state can be inferred	xxupp_str Skipping meals is the national way of showing  hashtag  disappointment and  hashtag  anger  hashtag  wiz
739	2017-En-11699	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Forgiving means operating with xxupp_str God's spirit &amp; xxupp_str God isn't unforgiving &amp; doesn't hold a grudge. xxupp_str So who am xxupp_all I? xxupp_str Exactly.
740	2017-En-20264	valence	-1	 slightly negative emotional state can be inferred	xxupp_str Set n alarm ' user_mention _T: xxupp_all I wanna nap but xxupp_str I'm scared xxupp_str I'll wake up tomorrow .'
741	2017-En-41184	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Dentist just said to me' xxupp_str I'm going to numb your front lip up so it'll feel as if you've got lips like xxupp_str Pete xxupp_str Burns!...... xxupp_str She was right  hashtag  pout
742	2017-En-30456	valence	1	 slightly positive emotional state can be inferred	“When we give cheerfully and accept gratefully, everyone is blessed.”―Maya xxupp_str Angelou
743	2017-En-40561	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention xxupp_str Do you really have to pedal like a nutter to get anywhere? xxupp_all I remember it being more sedate.
744	2017-En-11392	valence	-3	 very negative emotional state can be inferred	xxupp_all user_mention your website is making me feel violent rage and your upgrade options aren't helping either.  hashtag  aaaaarrrrgghhh  hashtag  i want to cancel  hashtag  rage
745	2017-En-30820	valence	-1	 slightly negative emotional state can be inferred	hate overthinking e v e r y t h i n g like i jus' wanna be happy pls
746	2017-En-21670	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Projection is perception. xxupp_str See it in someone else? xxupp_str You also at some level have that within you.  hashtag  anger
747	2017-En-30527	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Intermit animated^%%%ncaa pittsburgh vs mississippi sprightly shiny bbva level peg varsity football telly scra...
748	2017-En-30190	valence	3	 very positive emotional state can be inferred	xxupp_str Riding at night has got to be one of the most exhilarating, refreshing things xxupp_all I have ever done.
749	2017-En-21647	valence	0	 neutral or mixed emotional state can be inferred	quentin i sait aps dire eastpak i dit aspak msk
750	2017-En-31031	valence	-2	 moderately negative emotional state can be inferred	user_mention xxupp_str Agreed.So tired of this nonsense . xxupp_str Soros must be elated.
751	2017-En-30507	valence	0	 neutral or mixed emotional state can be inferred	user_mention _ cheer up☺️
752	2017-En-31099	valence	2	 moderately positive emotional state can be inferred	xxupp_str TheNiceBot: xxupp_str WSJNordics xxupp_str You make the world a more joyful place.  hashtag  the nice bot xxupp_all  hashtag  mpn  hashtag  demi lovato
753	2017-En-21704	valence	3	 very positive emotional state can be inferred	user_mention  hashtag  horror xxupp_all H3LL xxupp_all I xxupp_all SURE xxupp_all DID!!! xxupp_str LOL\nHappy about this decision. :)
754	2017-En-21471	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str It's amazing how something gets stuck in your head, and you can't shake a memory... xxupp_str Sometimes, xxupp_all I miss people a lot. xxupp_str Wish they knew.
755	2017-En-40518	valence	-2	 moderately negative emotional state can be inferred	xxupp_str This pretentious dick in xxupp_str Night xxupp_str Gallery just fucking, used a towel to dry off his sink
756	2017-En-41440	valence	-3	 very negative emotional state can be inferred	nooooo. xxupp_str Poor xxupp_str Blue xxupp_str Bell! not again.
757	2017-En-20309	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Girls with hairy arms scare me
758	2017-En-22151	valence	0	 neutral or mixed emotional state can be inferred	hi berniebrocialists of all genders: if xxupp_all I lived in a swingish state xxupp_all I would w/o hesitation vote xxupp_str Clinton &amp; would do so w/o 'supporting' her
759	2017-En-40621	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Jay xxupp_all Z and xxupp_str Brad xxupp_str Pitt cheated ..Bey stayed xxupp_str Angie left  hashtag  cheaters  hashtag  love  hashtag  lust  hashtag  sex  hashtag  couples  hashtag  relationships  hashtag  date  hashtag  marriage  hashtag  divorce
760	2017-En-30046	valence	3	 very positive emotional state can be inferred	xxupp_all I love how cheery and adoring user_mention gets every time he produces new content.
761	2017-En-31536	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Whatever you decide to do make sure it makes you .
762	2017-En-30775	valence	-2	 moderately negative emotional state can be inferred	xxupp_all I need a bit of xxupp_all  hashtag  gb bo to cheer me up after a terrible day!
763	2017-En-30031	valence	3	 very positive emotional state can be inferred	user_mention xxupp_str Happy birthday! xxupp_str Hope you have a wonderful day filled with lots of joy and laughter &lt; number  (despite tumblr being a jerk- once again)
764	2017-En-30129	valence	1	 slightly positive emotional state can be inferred	user_mention love the optimism!! xxupp_all BLUE xxupp_all MOON!
765	2017-En-30846	valence	2	 moderately positive emotional state can be inferred	xxupp_str Somebody who has braved the storm is brewing.  hashtag  cheerful
766	2017-En-11300	valence	-3	 very negative emotional state can be inferred	xxupp_str Beyoncé resentment gets me in my feelings every time. 😩
767	2017-En-40933	valence	-3	 very negative emotional state can be inferred	user_mention it's getting so close in your poll so many ignorant ppl.  hashtag  depressing  hashtag  painful something needs to change  hashtag  be the change ? xxupp_str How?
768	2017-En-30976	valence	1	 slightly positive emotional state can be inferred	user_mention lowkey xxupp_all I want to go just to chirp xxupp_str Anna xxupp_all LOL but say hi to xxupp_str Atkins for me!! xxupp_str One of my favourite coaches, he's smart and caring
769	2017-En-30076	valence	1	 slightly positive emotional state can be inferred	xxupp_str Indian time it's already ur birthday user_mention . xxupp_str Have a stupendous birthday. xxupp_str Wish you more success, laughter and lots of love. xxupp_str Hugs. x
770	2017-En-21806	valence	1	 slightly positive emotional state can be inferred	user_mention user_mention _B 😂😂😂 y'all know xxupp_str I'm crazy its just shocking that's all
771	2017-En-30073	valence	1	 slightly positive emotional state can be inferred	xxupp_str TheNiceBot: melbjs ;) xxupp_str Here is a smile and a wink from across the web.  hashtag  the nice bot
772	2017-En-11184	valence	-2	 moderately negative emotional state can be inferred	xxupp_str What a fucking muppet. user_mention  hashtag  stalker
773	2017-En-30693	valence	1	 slightly positive emotional state can be inferred	xxupp_str Tend the sick, xxupp_str Lord xxupp_str Christ; give rest to the weary, bless the dying, soothe the suffering, pity the afflicted, shield the joyous;
774	2017-En-11682	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Like he really just fucking asked me that.
775	2017-En-10302	valence	-2	 moderately negative emotional state can be inferred	xxupp_all ESPN just assumed xxupp_all I wanted their free magazines  hashtag  offended
776	2017-En-31130	valence	3	 very positive emotional state can be inferred	xxupp_str She'll be bribing her parents with hearty laughter and giggles :)  hashtag  love et
777	2017-En-31248	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str There's a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st xxupp_str Amendment.
778	2017-En-40718	valence	1	 slightly positive emotional state can be inferred	xxupp_str Learning to trust xxupp_str God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that  hashtag  addiction is!
779	2017-En-30648	valence	0	 neutral or mixed emotional state can be inferred	i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;
780	2017-En-31306	valence	1	 slightly positive emotional state can be inferred	user_mention _Fitz it's being extremely playful
781	2017-En-40995	valence	0	 neutral or mixed emotional state can be inferred	user_mention the pout tips me over the edge. xxupp_all I am most definitely xxupp_all AGIN. xxupp_str Who the feic bakes with full make up and boots with heels!!!!
782	2017-En-11429	valence	0	 neutral or mixed emotional state can be inferred	user_mention awaiting to see ur new avataar  hashtag  rowdy  hashtag  action  hashtag  angry young man
783	2017-En-21188	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str But xxupp_all I was so intrigued by your style, boy.Always been a sucker for a wild boy  hashtag  alarm -@AnneMarieIAm
784	2017-En-20103	valence	-2	 moderately negative emotional state can be inferred	xxupp_all A country that gave safe house to  hashtag  osama xxupp_str Bin  hashtag  laden is dangerous if not contained.  hashtag  pakistan is a  hashtag  terror heaven, declare so user_mention _amdg
785	2017-En-11000	valence	-3	 very negative emotional state can be inferred	user_mention u fucked my house up xxupp_str I'll always hold a grudge
786	2017-En-31198	valence	1	 slightly positive emotional state can be inferred	user_mention xxupp_all I see things in the clouds that others can't see so xxupp_all I can  hashtag  e late
787	2017-En-11002	valence	0	 neutral or mixed emotional state can be inferred	user_mention user_mention - remind them 'Twenty's xxupp_str Plenty'  hashtag  revenge
788	2017-En-31191	valence	1	 slightly positive emotional state can be inferred	xxupp_str Come and join in with  hashtag  cake club hour tomorrow afternoon from 3pm!  hashtag  biz hour  hashtag  chirp
789	2017-En-21361	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str But 'for me not to worry, they'll get a glass guy over and bill us for it'
790	2017-En-41001	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention user_mention user_mention xxupp_all THEN you do what you can and then xxupp_all BLOCK them, they're trying to discourage us
791	2017-En-30910	valence	3	 very positive emotional state can be inferred	user_mention user_mention happy birthday jin young!!!!!!  hashtag  prince jin young day  hashtag  happy jin young day  hashtag  got7  hashtag  happy  hashtag  birthday
792	2017-En-31487	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str You got some dick recently right, you're happy, you're not sick and you're smiling. xxupp_str Life is good' 😭😭😭
793	2017-En-30151	valence	2	 moderately positive emotional state can be inferred	 hashtag  content with the lords portion o satisfy us early with thy  hashtag  mercy that we may  hashtag  rejoice &amp; be glad all our days. hashtag Ps  number : number   hashtag  gladness  hashtag  joy
794	2017-En-40604	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no xxupp_str I'm fine-
795	2017-En-21420	valence	0	 neutral or mixed emotional state can be inferred	user_mention  hashtag  strong women terrify  hashtag  weak men - don't let the  hashtag  bully wear you down. xxupp_str Loving your consistency and truth in rough times xxupp_str Hang in there ❤️
796	2017-En-40111	valence	-3	 very negative emotional state can be inferred	user_mention literally was gloomy for an hour
797	2017-En-21033	valence	-2	 moderately negative emotional state can be inferred	user_mention their slogan should've been  hashtag  start instead of  hashtag  finish
798	2017-En-30650	valence	-1	 slightly negative emotional state can be inferred	user_mention user_mention _Pain the gleesome threesome
799	2017-En-21951	valence	-3	 very negative emotional state can be inferred	user_mention xxupp_all A profoundly disappointing experience. xxupp_all I have  number  pay almost $ number   number  remedy a defect n the product user_mention sold me  hashtag  terrible
800	2017-En-30842	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str TheNiceBot: xxupp_str IndyMN xxupp_all I thought the holidays could not get any more cheerful, and then xxupp_all I met you.  hashtag  the nice bot  hashtag  
801	2017-En-21865	valence	-3	 very negative emotional state can be inferred	xxupp_str Go away please ... xxupp_str I'm begging »»»  hashtag  depression  hashtag  anxiety  hashtag  worry  hashtag  fear  hashtag  sadness \nDreams of joy and my baby to be found...Sits on  hashtag  and is bench
802	2017-En-30985	valence	1	 slightly positive emotional state can be inferred	xxupp_str Modern family never fails to cheer me up. xxupp_str Especially xxupp_str Phil.
803	2017-En-41194	valence	-2	 moderately negative emotional state can be inferred	xxupp_str For once xxupp_all I gatherp th strength to not try and drink my pain away.  hashtag  sober  hashtag  fighter  hashtag  strong  hashtag  lovely  hashtag  dreamer
804	2017-En-30130	valence	3	 very positive emotional state can be inferred	 hashtag  content with the lords portion o satisfy us early with thy  hashtag  mercy that we may  hashtag  rejoice &amp; be glad all our days. hashtag Ps  number : number   hashtag  gladness  hashtag  joy  hashtag  delight
